texto_final,sentimento
egeo dolce choc melhores amo não fico coração_vermelho,1
linha egeo floratta paixão rosto_sorridente_com_3_corações🫶🏽 aproveitando quiser vendo em mando catálogo on-line,1
provavelmente egeo mermo,0
toda vez vou comprar egeo sempre compro dolce não consigo comprar outro,0
vó encomendou linha inteira egeo mim quero guerra ninguém,1
preconceito c todo mundo usa egeo,-1
ganhei egeo bomba purple cheiro maravilhosooooo,1
perguntou egeo kkkkkkkl,0
amo egeo perfeito dmsss,1
egeo nem 2 meses tá acabandorosto_chorando_aos_berros,-1
coisa instagram você/seu cheiro todo mundo colocando egeo lily geral cheiro pavor kkk,-1
egeo choc simplesmente melhor,1
acho única menina não gosta perfume egeo rosto_derretendo,-1
acho dá mudar previsão usando boti melhorar vibe hein?olhos tal egeo?brilhos,0
"""você cheiro"" descobri metade população feminina usa egeo",0
acordo ibgmarcos utilizando instagram toda menina usa egeo rosa. fonte confiável,0
egeo chocolate chora rosto_chorando_de_rirrosto_chorando_de_rirrosto_derretendo,1
devo única menina mundo odeia egeo não sinto nenhuma culpa nissocheiro doce horrível vontade desmaiar primeira fungada,-1
nenhum. egeo cherry blast rosto_sorridente_com_3_corações dono coração,1
esquecido cheiro egeo maravilhoso,1
comprei ontem egeo ciumes ate passar kkk,1
entendi usa egeo choc/dolce vai dormir… comigo,1
egeo red.... barra qualquer desses,0
irmã usa egeo ‘-‘,-1
egeo bomb black acabou vai mim perfume?,-1
egeo coffee apaixonada,1
egeo red cobiçado,1
não vale nem borrifadas egeo gastei ir ver,-1
usa egeo = não presta,0
90% egeo florata max aparece good girl kkk,0
arrasaram presente hein? rosto_sorridente_com_3_corações egeo dolce cheirinho característica perfil olfativo açucarado. impossível não apaixonar né?!,1
queria comprar egeo choc cu vão ficar falando,0
não veyr acordei rinite atacadissima tá atacada desde ontem causa diacho egeo preto masculino,-1
esperando linha egeo entrar promoção to doida,0
egeo choc tá tirano rosto_nauseado,-1
cheirosinha egeo rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_dormindo,1
descobrindo hj absolutamente todo mundo usa egeo,0
uso egeo desde ensino médio porque odeio cheiro outros perfumes,-1
egeo sendo melhor todos&gt;&gt;&gt;,1
melhor perfume liz floratta egeo,0
kit presente egeo red desodorante colônia 50ml + antitranspirante 75g r$ 7190 3 vezes. compre aqui,0
tô kit egeo choc spicy vibe  agr quero coffeewoman branco hidratante nativaspa ameixa negra rosto_chorando_aos_berrosrosto_implorando,0
comprar egeo choc??? negócio genérico sei lá oq,-1
aparentemente 90% mulheres brasil usam egeo floratta lily,0
todo mundo insta usa egeo,0
fiquei vendo stores pessoas enquete instagram mostre cheiro kkk tô chocada quantidade d gente não bom gosto perfume coisa fedorenta kkk egeo floratta … angel rosto_nauseado,-1
egeo red simplesmente melhor todos,1
exalando egeo  amo rosto_babandorosto_sorridente_com_3_corações,1
vendo tread cheiros todo mundo usa egeo é eh caraio,0
ganhei egeo choc rosto_sorridente_com_3_corações,1
"""chegou docinha!"" tentei outros egeo dolce tudo mim!",1
esperar cartão virar comprar egeo rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
egeo milhões,1
não sei compro outro hidratante egeo dolce compro lily,0
perfume enjoativo tentar usar egeo fiquei dor cabeça fudida,-1
uso the golden secret egeo azul escuro 2 bons,1
account is temporarily unavailable because it violates the twitter media policy. learn more.,0
tava dúvida comprar egeo novo usava comprei outro arrependi. aí pedir porque xodózinho,0
história egeo perfume mulher não presta???,0
egeo choc vida dois_corações sim presto!,1
uso 2 ainda prefiro egeo mt bom,1
cheirinho desse egeo tudinho mim amo mt,1
queria hidratante corporal mt cheiroso não egeo nem lilly,0
indiquem perfumes provavelmente mulheres usam egeo iriam gostar,0
egeo?,0
base nessas postagem podemos concluir toda mulher usa egeo elysee florata,0
oiee! tudo bem você? dica você! borrife fragrância áreas onde maior circulação sangue como pescoço dobras cotovelo atrás orelhas. sinta fragrância doce egeo dolce exalar ar! rosto_risonho_com_olhos_semicerrados,0
acredito experimentando duvido bater egeo,0
antes egeo hoje coffee coração_com_fita,1
hahahahah socorro assim egeo,0
consegui fazer egeo durar quase 3 anos economizando hora usar (isso porque ganhado). finalmente perfuminho novo. sempre doce equilibrar lado amargo esmalte_de_unha,1
egeo bom pode parar,1
mano egeo não erro mt cheiroso,1
egeo sempre perfumes favs único realmente sinto cheiro mim apaixonada demais,1
mulher usa egeo &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,1
tô olhando perfume comprar mim aqui lembrei última mina apaixonei usava egeo coração ainda dói,-1
egeo chegou perfuminho acabar tomar banho🫶🏻🫶🏻,1
amava perfume egeo azul usava hoje dia não quero nem sentir cheiro,-1
egeo dolce enjoativo?,0
não confie mulheres usam egeo choc piores,-1
pessoas cheiro egeo pfvr não cheguem perto mim,-1
egeo exalando,0
egeo acaba comigo,0
ganhei egeo mãe agr povo vai achar cheirosa aindarosto_saboreando_comida,1
perfumes linha egeo sao tao bons,1
egeo choc também… deus maissssss,-1
egeo ta acabando rosto_cansado,-1
docinho oq ome usa egeo dolce morre,-1
vai menina usa egeo,0
egeo coffe queridinhos coração_vermelhocoração_vermelhocoração_vermelho aliás tô usando coffe hoje rosto_risonho_com_gota_de_suor,1
cheirinho egeo coração_brilhante,1
vou comprar egeo não sei eh melhor,0
principalmente egeo choc rsrsr,0
mamae falando comprar egeo “nao mae ja uso maria rosto_sorridente_com_olhos_sorridentesrosto_sorridente_com_olhos_sorridentesrosto_sorridente_com_olhos_sorridentes”,1
compre kit egeo dolce rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações ansiosa demais chegar,1
egeo black malbeque igual blusa psg rosa todo mundo,0
tanto amo egeo vou parar usar tanta gente cheiro rosto_segurando_as_lágrimas,-1
uso floratta acho egeo,0
tempo comprei egeo choc novo rosto_sorridente_com_olhos_de_coração,1
kit egeo gostoso rosto_sorridente_com_3_corações,1
egeo red + cheiroso todos !,1
egeo vermelho melhor perfume existente querer gabar mulher cheirosa brasil,1
toda cheirosinha egeo dedos_comprimidos_pele_morena,1
arbo libertê egeo florata natura humor vermelho natura tbm depende dia,0
melhor perfume egeo discorda doido,1
porra todo mundo usa egeo,-1
abraçou sentiu cheirinho egeo choc&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
egeo choc melhor perfume mundo apenas,1
favor agora egeo cheirinho,1
nega tudinho usa egeo nenhuma presta,-1
tava c saudades cheirinho egeo rosto_sorridente_com_3_corações,1
uso egeo red,0
mulher usa egeo joga sujo sujo kkk,1
aceitando creme novo egeo presente rosto_com_olhar_maravilhado,1
"eita ""egeo"" deixa doido rosto_sorridente_com_olhos_de_coração",1
egeo coffee todos sabemos coffee surra todos,0
egeo sempre sendo jeitinho gente gosta né? rosto_sorridente_com_olhos_de_coração,1
egeo voltem fixação milhoes porque agr centavos rosto_chorando_aos_berros,-1
1 liz 1 natura 1 egeo,0
guilherme sabe ta erro não bobo mandou kitzinho egeo lily mim encomendou colar. vou brigar c todo dia agora final semana,0
passei egeo chocolateminha mãe ficou chingando falando doce perfume biscate rosto_pensativorosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rir quero ver comprar,0
tô fazendo coleção kkk slc nunca tanto perfume agr tô egeo choc oboticário glamour oboticário sintonia natura humor dois natura biografia natura biografia assinatura natura restinho natura homem kkk amo tanto pouquinho luna ainda,0
ganhei egeo rosto_implorandonaipe_de_copas ... ameeeei,1
comprei egeo mim mimoos rosto_sorridente_com_3_corações,1
egeo black melhor coração_preto,1
não egeo cara cu,0
#promoção #oferta [parcelado] kit presente egeo blue desodorante colônia 50ml + shower - r$ 7190 #beleza #saude,0
egeo vanilla vibe  favorito,1
aluna usa egeo rosa… recordações horríveis puta pariu,-1
indo egeo choc dar sorte polegar_para_cima_pele_morena_clara,1
chegou notícia ninguém esperava enjoeei egeo rosto_risonho,-1
vanusa comprar perfumes fiz abrir todos egeo mim sentir cheiro kkkmulher_decepcionada_pele_morena,0
egeo chocolate melhor perfume mulher existe pena usa não presta,1
ow egeo sabe lançar uns perfumes zika hein...tenho 2018 ainda tão bom uso umas ocasiões ai,1
comprei perfume novo egeo unico eh barato presta,0
caralho todas mulheres agora estao usando egeo dolce? puta pariu ein,-1
usava egeo chocolate kkk perfume adolescente. ai amiga nem mt exigente queria apogee louis vuitton dizem aroma deuses deauville ysl tbm tudo,0
tô viciada cheiro egeo redrosto_sorridente_com_3_corações,1
egeo cereja acabou triste,-1
comprei perfume egeo insuportável doce puta pariu mulher_decepcionada_pele_clararosto_de_palhaço,-1
momento temia chegou egeo dolce pediu revezar,0
prr egeo tá caro,-1
amo sair cheirosinha egeo hit,1
apaixonada kit egeo ganhei rosto_sorridente_com_olhos_de_coração tão cheiroso,1
nem mês comprei lily pedi egeo agora perfume nunnes kkk,1
amo egeo choc amo,1
egeo dolce amo paixãooooo,1
ganhei egeo to amando,1
corre garantir logo egeo novinho 20% desconto usar cupom bemvindo20 site!rosto_sorridente_com_3_corações,0
cheguei ajudar thali! vem realizar primeira compra site garantir egeo novinho 20% desconto cupom bemvindo20. rosto_sorridente_com_3_corações,0
não fica triste! rosto_chorando vem realizar primeira compra site garantir egeo novinho 20% desconto usar cupom bemvindo20. rosto_sorridente_com_3_corações,0
egeo dolce mt kkk ô negócio doce,0
egeo acabou vou viver agora,-1
nati fez boa comprou egeo qriarosto_sorridente_com_olhos_de_coração,1
colega comprou perfume mulher chegou egeo masculino agora tá tentando vender kkk,1
quero mt perfumes egeo rosto_desoladorosto_desoladorosto_desoladorosto_desolado qm quise mi chocolate baunilha aceito,-1
viciada perfumes egeo. ganhei floratta red apaixonadaaaaa,1
egeo melhores,1
egeo masculino tão bom vontade usar mim.,1
egeo acabou não egeorosto_chorando_aos_berros,-1
ganhei egeo novo,1
egeo red nazista mesmo blue ja outra historia,0
falei repito toma banho egeo choc 8 horas manhã mim nazista,-1
egeo acabou preciso comprar outro urgente,-1
hidratante egeo eh bom nana,1
esqueci ir pegar kit egeo tia rosto_chorando,-1
segundo frasco egeo choc uso vamos ver qnd vai durar porque comecei enjoar. inacreditável todo perfume uso enjoo nunca irei ter cheiro definitivo mim rosto_de_palhaço,-1
pavor pavor pavor dessas meninas cheiro egeo chocolate usam batom jaqueta jeans lavada coisa não gostaria,-1
chegar kit egeo queridinho lá vie rosto_de_gato_sorridente_com_olhos_de_coração,1
óleo corporal egeo dlç veirosto_sorridente_com_3_corações,1
melhores perfumes usei florata red egeo red. totalmente perfeitos pena acabou,1
tomei banho enchi egeo rosto_babando,1
egeo pego mamae coffee ganhei,1
doida pro egeo chegar,1
passo egeo,1
queria três coisas melhorar humor fazer unha fazer sobrancelhas comprar egeo... ficaria felizinha rosto_sorridente_com_3_corações,1
perfurme odeio egeo mds juro ânsia sinto cheiro,-1
tô mt cheirosaaaa egeo lixo rosto_sorridente_com_olhos_de_coração,1
300 reais compro 3 egeo’s tanto querorosto_implorandorosto_implorando,0
tão apaixonada egeo choc tanta saudade desse cheirinho tô usando ficar casa rosto_desolado,1
tanto tempo não usava egeo passar hj não to aguentando ficar perto mim ta dando ate enjoo cheiro doce,-1
egeo coffe lily é cheiro muié não presta rosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rirrosto_chorando_de_rir,1
acabei comprar outro egeo choc acabou dias custa caro ninfetinha cheirosa,0
egeo dolce perfume paty assumida,0
necesito,0
oie! egeo choc disponível site  . vem garantir seu! conte detalhes dm sobre produto quebrado favor? aguardo.,0
história egeo choc falta??? ajudar comprei 1 mês não sai perfume porque trem aperta quebrado,-1
egeo choc volta mim,-1
egeo spicy vibe.,0
egeo dolce red,0
acho egeo dolce crime contra humanidade,-1
ganhei egeo dolce bday fundinho gostaria ter ganhado floratta red. porém tudo bem! compro outro fico dois foguete,0
egeo vanilla vibe bom rosto_sorridente_com_3_corações,1
morrer sufocada pinho sol egeo preto masculino escolha batalhas,-1
perfumes egeo melhores,1
gay felipe veio i caminho inteiro falando egeo gay chata,-1
egeo melhor perfume sim,1
tão irresistível quanto doce assim egeo dolce! bom demais né?,1
bolsa mala? amei cheirinho egeo nessa mala maravilhosa!!! rosto_sorridente_com_3_coraçõesrosto_bizarro,1
impossível pensar fragrância feminina não pensar egeo. tudo! rosto_sorridente_com_3_corações,1
cheirinho linha egeo favorito? rosto_sorridente_com_3_corações,0
egeo maravilhoso demais deu match você?! rosto_sorridente_com_3_corações,1
egeo gata chegou rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
ponto fraco mulheres usam egeo chocolate,1
egeo bão demais rosto_babando,1
egeo algumas ocasiões coffee outras rosto_fervendo_de_calor,0
mulher presta usa egeo,1
cheirinho doce egeo vai longe hidratante pegando perfume amanhã não aguente. rosto_bocejando,1
"""puta pariu cheirosa mesmo meudeus"" gastando metade egeo novo creme caro antes sair",0
não casa perfume todo mundo sempre egeo azul qualquer perfume masculino.,0
gosto egeo patrocina egeo cherry boti pintinho,1
usava ma cherie floratta egeo (amo hj). ma cherie perfume.,1
egeo ta acabando rosto_chorando_aos_berros,-1
egeo foco,0
egeo amoooooooooo coração_vermelhocoração_vermelhocoração_vermelhocoração_vermelhocoração_vermelhocoração_brilhantecoração_brilhantecoração_brilhantecoração_brilhantecoração_brilhantecoração_crescendocoração_crescendocoração_crescendocoração_crescendocoração_pulsantecoração_pulsantecoração_pulsantecoração_pulsantecorações_girandocorações_girandocorações_girandocorações_girandocorações_girandodois_coraçõesdois_coraçõesdois_coraçõesdois_coraçõescoração_decorativocoração_decorativocoração_decorativocoração_decorativocoração_com_flechacoração_com_flechacoração_com_flechacoração_com_flecha,1
combo egeo 188 facada mulher_decepcionada_pele_morena_escura,-1
bolsa perfume egeo chocolate carteira cartão sus cartão débito cartão crédito comprovante vacina 925 reais presilhas desodorante carregador fone rímel delineador marcador permanente,0
voltei usar egeo agora sinto adorável cheiroso,1
"""mas coffee egeo dolce mesma familia"" não cara não não passam bem longe ""ain loira escuro castanho escuro pulo"" vai nessa quer iludir",0
egeo rosa certeza melhor perfume feminino inventado rosto_de_palhaçorosto_sorridente_com_lágrima,1
gosto kriska- drama baunilha essência mt bom mt bom coffe rosa jesus maravilhoso egeo rosa tbm senhor papai mt bom,1
reclama malbac usa egeo não sei pior,-1
comprei perfume baunilha egeo hj mtttt bom,1
vim facul cheirosa egeo,1
livrei egeo mãos_para_cimamãos_para_cimamãos_para_cima,1
queria egeo doce hidratante,0
egeo coffee tão doces ataca enxaqueca hora cada 100 pessoas conheço 99 mesma sensação rosto_chorando gosto cheirinho floral chique !!,-1
ganhei egeo presente pai tá cheiroso esqueça tudo kkk,1
tomei banho dignidade rosto_aliviado tô levinha exalando egeo,1
faz logo refil hidratantes egeo mãos_juntas_pele_clararosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_segurando_as_lágrimas,0
mulher tá egeo dolce academia maior pesadelo tornou realidade,-1
vi vídeo falando egeo chocolate perfume mulher não presta senti mt ofendida...,-1
disposto comprar egeo perfume acabar puta pariu bglh não saí nunca fiii kkkkkkkkkkkkkk,1
agr vou ter cheiro abacaxi rosto_desolado tô pirando perfumes egeo,-1
não aguento cheiro usa egeo choc,-1
egeo maior melhor,1
posso usar outros perfumes não troco egeo baunilha nadaa pft cheiro gruda tudo,1
ganhei egeo dia namorados amor ficamos love dia todo maratonando peaky blinders comendo besteira amoorosto_sorridente_com_3_coraçõescoração_vermelhoanel,1
ma cherie criança oops pré adolescente capricho day and night adolescence egeo dolce ali transição adolescentes indo rolê ordem,0
egeo black bomb sensacional masculino usado inclusive. acho versões masculinas conseguem chegar cheiro adocicado agradável femininas dolce insuportável. usava thaty nessa época kkk,1
ma chérie usei nessa época sonho consumo egeo dolce mainha nunca deixou comprar pois dizia ninguém ia aguentar ficar perto mim,-1
account is temporarily unavailable because it violates the twitter media policy. learn more.,0
dei nada egeo blue cheiroso rosto_sorridente_com_3_corações,1
copa pegar agua garzi olhou cara cu “seu perfume egeo chocolate ne” falei sim disse enjoava mt c perfume grabidez saiu fazendo cara d nojo outra vez la casa menina la,-1
quero envolver urgentemente mentiroso use egeo pina blast,0
egeo amoo rosto_sorridente_com_3_corações,1
agora egeo vanilla vibe acabou vou comprar bare vanilla victoria secrets obsessão cheirinho baunilha não eh fase,0
egeo coffee fav vida coração_brilhante,1
amiga trocamos presentes dia namorados incrível pareça dois deram kit egeo alguns mimos coração_azul,1
egeo cheirinho nunca enjoo bem docinha rosto_babandorosto_risonho_com_gota_de_suorcoração_vermelho,1
hj dia morte puta pariu passei setentaedez pessoas usando egeo dolce,-1
qualquer egeo porque todos doces demais escolhendo um caramel ganha pódio mim rosto_nauseado,1
vou continuar egeo choc então,0
egeo chocolate mt enjoativo vermelho melhor,0
floratta red refil lily chegou hj encomendei egeo chocolate hidratante cuide-se bem deleite vaquinha rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
uso três egeo red paguei 120 floratta flores secretas devo ter pago 90 tantos vezes uso egeo vanilla 94 kriska tá acabando custa 114,0
egeo cheiro quer divertir curtir todas possibilidades não amanhã! tudo! coração_verde,1
comprei egeo vanilla posso dizer viciada nesse cheiro rosto_segurando_as_lágrimas,1
vão achando vida egeo gatas investe perfuminhos sucesso,0
passei 0h30 ainda sinto cheiro mexo amo amo linhas egeo floratta,1
amo coffe egeo chocolate gosto perfume doce mesmo abelhinhas ficam seguindorosto_chorando_de_rirrosto_sorridente_com_3_corações,1
egeo gruda kkk amoo,1
passei body spray egeo pessoa cheirosa mundo momento!,1
mês vou passar fome poder mimar essencial egeo,0
opaa super entendo amor linha egeo fica cada vez apaixonante! rosto_sorridente_com_olhos_de_coração amaria enviar mimo acontece recebo muitos pedidos viu? não fica triste! super especial sabe não rola futuramente? coração_verde espero encontrar aqui! rosto_sorridente_com_3_corações,1
doida kit egeo dolcechegar logo rosto_sorridente_com_olhos_de_coração,1
quero morrer cheiro egeo logo cedo metrô cheio,-1
men only quasar fire egeo spice vibe... experimenta testers porque pele reage diferente...,0
joguei uniforme dentro guarda roupa agr tá puro cheiro egeo,0
lily egeo azul fico marca registrada cheiro tomei banho ainda tô cheirinho rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
queria chegar nela falar assim quer egeo baunilha oboticario presente quer,0
ficante quinta nem dar egeo presente rosto_soltando_vapor_pelo_nariz,-1
próxima aquisição egeo spicy vibe tô apaixonada perfume,1
mãe ganhou egeo queria ver ficava pele agora tô aqui dor cabeça gostaro,1
ok passo ter vários perfumes egeo baunilha tá virando marca registrada! obrigada deixar cheirosa,1
egeo hit cheiro desinfetante pior compra ja fiz.,-1
compra egeo usa floratta vó rosto_saboreando_comidapolegar_para_cima_pele_morena,1
assim hoje cheirando egeo choc,0
super feliz egeo doce rosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
lembrei primeiro dia namorados namorandinho 2010. dei perfume egeo ganhei botinha. comemorei show jorge &amp; matheus filho puta americana. #momentos sabe kkk venci vida ali soube.,1
egeo faz falta vida,-1
vai fazer boa dar egeo presente?,0
egeo blue cheirinho sabão pó preciso,1
queria ter namoradinha dar egeo choc ela cheiro daquele trem bão dms,1
entender atitudes mãe comprou egeo masculino mim porque gostou cheiro hoje apareceu feminino.,0
comprei egeo puxa cheiro masculino tão bom tô ficando sufocada passo mtrosto_segurando_as_lágrimas,-1
desejando kit egeo rosto_cansadomulher_decepcionada_pele_escura,-1
egeo choc cheiro oficialrosto_sorridente_com_olhos_de_coraçãorosto_sorridente_com_olhos_de_coração,1
confira agr egeo torna perfume nojento mundo,-1
ganhei egeo mt bom,1
mês passado casa dé vi perfume egeo maravilhoso karina cheguei casa comentei mãe quanto maravilhoso perfume era.. agr arrumar quarto lá tal perfume atrás tv victor foda coração_vermelho,1
ganhei egeo rosto_sorridente_com_3_corações,1
nak sei fragrância nenhum além egeo (não gosto) não compraria vidros feios,-1
quero mt perfume egeo rosto_implorando,1
tia deu egeo amo rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações agora tô completa c perfume favorito,1
alguem egeo bomb black presente,0
comprei presente manu egeo dolce tanto queria carinha felicidade rosto_sorridente_com_3_coraçõescoração_vermelho,1
egeo dolce gostosinho não suporto cheiro sinto esquisita,-1
boti compro terceiro egeo blue escolho outro?rosto_pensativo,0
egeo coffe quero experimentar floratta,0
perfume egeo choc tão gostoso uso saio não enjoar,1
mistura creme lilly perfume egeo dolce  pecado purooo!,0
gente desculpa egeo delícia puta pariu,1
tô puto mulher não trouxe ainda dois kit egeo lily rosto_soltando_vapor_pelo_nariz,-1
hidratante liz perfume egeo melhor presente rosto_sorridente_com_olhos_de_coraçãocoração_vermelhopresente,1
coração_verde não tava pronto toda perfeição. rosto_sorridente_com_olhos_de_coração tô vendo egeo espacinho super especial coração melhores cheirinhos certeza tá aproveitando desses mimos deliciosos arrasou nessas escolhas! rosto_sorridente_com_3_coraçõescoração_verde,1
puta pariu egeo perfume gostoso pouha,1
usei egeo muuuuito tempo,0
grande ideia tentar achar outro perfume preferido além egeo dolce gastei dinheiro não gostei nenhum outro rosto_de_palhaçorosto_derretendo,-1
dona mulambo ganhou egeo falei sogra tá melhor kkk,1
tanto amo egeo não tá escrito,1
simplesmente odeio porra egeo,-1
fernanda ce deixou cheiro mh blusa mó cheirão egeo odeio,-1
egeo choc novo cheiro nacional favorito vida. apaixonada chocolate🫶🏾,1
doida egeo chegar perfume vício.. quanto compro quero mulher_decepcionada,1
ganhei egeo dolce voinha assim passei ele lembrei comecinho faculdade usava primeiro período to bem assim saúderosto_implorandorosto_implorandorosto_implorando,0
kkk logo  parar usar egeo ent,-1
nem uso egeo rosto_pensativorosto_pensativorosto_pensativo,0
egeo não disfarça cheiro puta,-1
[10/6 2317] ~ formigaa..coração_crescendoformiga mãe ta fedendo egeo bluecoração_azul [10/6 2322] ponto fraconaipe_de_copaspomba_branca vai tomar seu ficar fogo nem vai ir [10/6 2322] ponto fraconaipe_de_copaspomba_branca rosto_furioso [10/6 2323] ~ formigaa..coração_crescendoformiga kkk [10/6 2329] ~ formigaa..coração_crescendoformiga rlx coração bebê,0
viciada egeo dolceacabei meio enjoandomas corri pro body splash dreams mt bommmm,1
comprei kit egeo novo tava precisando,1
egeo dolce docinho,1
egeo cheiro fiel esqueça,1
comprei egeo on ruim rosto_chorando_aos_berrosrosto_chorando_aos_berrosrosto_chorando_aos_berros,-1
ganhei kit egeo dolce amooooo,1
queria egeo vanilla vibe dia namorados,0
egeo melhor dúvidas rosto_sorridente_com_3_corações,1
mentira ta presto sim kkk essw egeo eo brabooo,1
tomei banho passei creme perfume egeo amo ficar cheirosinha pós banho rosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_coraçõesrosto_sorridente_com_3_corações,1
egeo choc delícia,1
ganhei kit egeo naipe_de_copas to mega surpresa,1
novo perfuminho egeo rosto_babandorosto_babandorosto_babando,1
nada todo mundo gosta perfume egeo né kkk aiai,0
bom tbm egeo bom tbm,1
quero fazer coleção egeo final semana,0
tá pensando presentear amada egeo horrento fedorento desejo namoro termine junto perfume,-1
ai delícia amo linha egeo,1
podiam fazer promoção egeo né,0
gosta perfume doce egeo choco puta perfume,0
kit egeo dia namorados,0
usa balmec egeo...fuja!!,-1
guria lado egeo chocolate tô quase passando mal enjôo,-1
egeo choc melhor,1
achei corajoso porque amigo comprou kit perfume egeo cesta maquiagem avisei tava comprando coisas usar outro não quis ouvir,0
jeito apaixonada cheiro desse egeo red rosto_sorridente_com_3_corações,1
podem chamar chato poxa egeo perfume pod*** sinto cheiro qualquer kilometros,-1
alô neneeeeem quer egeo dolce ficar cheiro,0
impressionante aroma egeo chock único,1
hidratante egeo choc chegou vou usar dia namorados,1
egeo tãao cheiroso,1
alimentado banho tomando cheirando egeo quero guerra ninguém,1
comprei egeo choc perfume gostoso rosto_babandorosto_sorridente_com_3_corações,1
ganhei hidratante lily perfume egeo red rosto_desoladorosto_sorridente_com_3_corações,1
falar não conhece fácil difícil sentir cheiro egeo choc não lembrar mim,0
marquei egeo coffee mim rosto_sorridente_com_3_corações,1
comprei egeo choc gente perfume cheiroso vsfff,1
usa egeo agora planet girls.... próximo passo ester? rosto_chorando_aos_berros,0
mt bom tb massss viciada egeo kkk,1
amo cheiro egeo tomar banho perfume ele não fixa projeta nada nada,-1
besties compro egeo choco vanilla vibe amo dois,1
egeo acabou rosto_de_cabeça_para_baixo,-1
comprei perfume egeo deusssss cheiro rosto_babando,1
comprei egeo choc igual doido procurando polegar_para_cima_pele_clara,1
egeo dolce perfume favorito,1
sdd doq vivemos dia egeo,0
tava louca floratta mãe comprou usei hoje tô morrendo dor cabeça qualquer perfume não egeo dói cabeça ódio,-1
comprei egeo perfume menininha 🫶🏾,1
conhece sabe quanto amo perfume egeo dolcerosto_aliviadomas mudar preciso né kkk agora comprei egeo red amando tbm!rosto_sorridente_com_olhos_de_coração,1
mulher tá lado tá usando egeo lembrou hr mina ficava kkk,0
alguém dá egeo,0
presente alguem pode dar amaria ganhar egeo body splash linha dream oboticario sinal_me_liga,1
apaixonada egeo rosto_sorridente_com_3_coraçõesrosto_sorridente_com_olhos_de_coração pensar tá resto sofro,1
cheirinho egeo dolce angel surreal bons rosto_sorridente_com_olhos_de_coração,1
vejo todo mundo falando egeo choc peguei ranço cheiro vidrinho não chegou nem metade parei usar,-1
tô apaixonada nesse egeo rosto_babando,1
docinha porém egeo choc rosto_sorridente_com_3_coraçõesrosto_com_a_mão_sobre_a_boca,1
creme corporal egeo tudo rosto_sorridente_com_olhos_de_coração,1
tô usando egeo agora usa amigo,0
comprei egeo dolce perfume maravilhosooo! lembra mt pink sugar coração_crescendo🫶🏼,1
account is temporarily unavailable because it violates the twitter media policy. learn more.,0
fico intercalando outros perfumes não enjoar então deu certo. fiz desde enjoei egeo,0
mãe comprou egeo mim cheirosão,1
essência? perfume egeo,0
pensando seriamente voltar usar egeo dolce dnv vez 214 gardeniarosto_inexpressivo,0
ganhei egeo kkjkkk nem deu tempo acabar kkk,1
verdade! egeo acabar relacionamento acabou. menos perfume bom hahaha,0
egeo óbvio! maior,1
tô doido comprar egeo black perfume bom,1
egeo blue egeo classic tb sao ótimo quiser chama dm passo,0
ex falando cheiro egeo dolce cheiro puta kkkkkkkkkkkkkkk,0
perfume egeo brabo,1
egeo tá chegando fim rosto_cabisbaixo_com_gota_de_suorrosto_cabisbaixo_com_gota_de_suorrosto_cabisbaixo_com_gota_de_suorrosto_cabisbaixo_com_gota_de_suor preciso outrooooooo,-1
egeo não ninguém mds,1
acabou egeorosto_desapontado,-1
“chegou docinha”. saudade egeo dolce,1
tô afim comprar egeo doce oboticario rosto_segurando_as_lágrimas apaixonada perfume docinho kkk,1
dizia usava egeo doce implantar caos,0
egeo dolce maravilhoso,1
toda vez falo vou comprar perfume diferente não consigo largar egeo cara kkk,1
egeo choc acabou aí tô usando lilly não sei comprei isso cheiro senhora,-1
amo perfume adocicado egeo demais consigo não,-1
to sdd egeo coração_partidocoração_partido pdeio outro perfume não,-1
viciada egeo dulce ciúme cheirinho não gosto sentir outras pessoas,1
egeo amooo!! não abro mão,1
exalando egeo bom rsrsrosto_embriagadorosto_sorridente_com_3_corações,1
