texto,sentimento
"@oBoticario Era viciada no Egeo Dolce,acabei meio que enjoando,mas já corri pro body splash dreams mt bommmm",1
"comprei um kit egeo novo, tava precisando",1
@LebliancRhii Egeo dolce muito docinho,1
Egeo é cheiro das fiel esqueça,1
comprei aquele egeo on me e é ruim 😭😭😭,-1
"Ganhei um kit do Egeo dolce, eu amooooo",1
queria um egeo vanilla vibe de dia dos namorados,0
Egeo o melhor sem dúvidas 🥰,1
Mentira ta eu presto sim kkkk mas essw EGEO eo brabooo,1
"tomei banho e passei meu creme e meu perfume da Egeo, amo ficar cheirosinha pós banho 🥰🥰🥰",1
Esse egeo choc é uma delícia,1
Ganhei um kit do egeo ♥️ to mega surpresa,1
NOVO PERFUMINHO DA EGEO 🤤🤤🤤 https://t.co/ud2WVsrYR9,1
Do nada todo mundo gosta de perfume egeo né kkkkkk aiai,0
"@ramillylimaa Bom tbm, tem o egeo bom tbm",1
"Quero fazer coleção de EGEO,  fds",0
Pra quem tá pensando em presentear a amada com aquele Egeo horrento de fedorento eu desejo q o namoro termine junto com o perfume,-1
@cibasdibas @oBoticario ai que delícia amo a linha egeo,1
Podiam fazer uma promoção de egeo né,0
Pra quem gosta de perfume doce o EGEO choco é um puta perfume,0
era só um kit da egeo de dia dos namorados,0
Se ela usa Balmec ou Egeo...fuja!!,-1
"tem uma guria do meu lado com Egeo de chocolate, tô quase passando mal de enjôo",-1
@thette_ Egeo choc e melhor,1
"@KarolDutra11 Eu achei corajoso
Pq meu amigo comprou um kit de perfume da egeo e uma cesta de maquiagem 
Eu avisei q ele tava comprando as coisas pra ela usar com outro, mas ele não quis me ouvir",0
O jeito que estou apaixonada no cheiro desse Egeo Red 🥰,1
Podem me Chamar de chato mas poxa egeo e um perfume pod*** sinto o cheiro que qualquer um a kilometros,-1
@thette_ Alô neneeeeem ela quer o EGEO DOLCE pra ficar com o meu cheiro,0
Impressionante como o aroma do egeo chock é único,1
"Meu hidratante do Egeo choc chegou, vou usar no dia dos namorados",1
egeo é tãao cheiroso,1
"alimentado, de banho tomando cheirando egeo, quero guerra com ngm",1
"comprei o egeo choc, que perfume gostoso 🤤🥰",1
Ganhei hidratante lily e o perfume egeo red 😩🥰,1
"falar que não me conhece é fácil, difícil é sentir o cheiro de egeo choc e não lembrar de mim",0
marquei um egeo e um coffee p mim 🥰,1
Comprei o Egeo choc e gente que perfume cheiroso vsfff,1
"@iwpunkedk Usa Egeo, agora tem planet girls....

Qual o próximo passo Ester? 😭",0
"@Donadosurto Ele é MT bom TB, massss sou viciada no Egeo kkkkkkkkkkk",1
"@mclivinha44 eu amo o cheiro do Egeo, mas tenho que tomar banho de perfume com ele, não fixa e projeta nada nada",-1
besties compro o egeo choco ou vanilla vibe amo os dois,1
Meu Egeo acabou 🙃,-1
Comprei um perfume da Egeo meu Deusssss q cheiro 🤤,1
comprei um egeo choc que eu estava igual doido procurando 👍🏻,1
Egeo dolce é meu perfume favorito,1
sdd doq vivemos um dia egeo,0
"Tava louca com um floratta, minha mãe comprou usei hoje e tô morrendo de dor de cabeça, qualquer perfume que não seja o egeo dói minha cabeça, que ódio",-1
comprei um Egeo perfume de menininha 🫶🏾,1
Quem me conhece sabe o quanto eu amo o perfume Egeo dolce😌mas mudar é preciso né kkkkk agora comprei o Egeo Red estou amando tbm!😍,1
"a mulher q tá do meu lado tá usando Egeo, me lembrou na hr a mina q eu ficava kk",0
alguém me dá um egeo,0
se tem um presente que alguem pode me dar que eu amaria ganhar seria um egeo ou body splash da linha dream da oboticario 🤙,1
sou apaixonada no meu egeo no 🥰😍 só de pensar que tá no resto eu sofro,1
Esse cheirinho de Egeo dolce e angel são surreal de bons 😍,1
Vejo todo mundo falando do egeo choc e eu peguei um ranço do cheiro dele q meu vidrinho não chegou nem na metade e eu parei de usar,-1
Eu tô apaixonada nesse egeo 🤤,1
"docinha, porém com egeo choc 🥰🤭",1
Creme corporal da Egeo é tudo 😍,1
"@userlau Eu tô usando egeo agora, qual vc usa amg",0
comprei o Egeo dolce e que perfume maravilhosooo! Lembra mt o pink sugar 💗🫶🏼,1
@Camilaevez's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0
"@bibdentinho Eu fico intercalando com outros perfumes pra não enjoar, até então, deu certo. Fiz isso desde que enjoei do Egeo",0
Minha mãe comprou um egeo pra mim cheirosão,1
qual sua essência? perfume egeo,0
pensando seriamente em voltar a usar o egeo dolce dnv ao em vez do 214 gardenia😑,0
"@Erika_btorres eu também ganhei um egeo kkjkkk
mas o meu nem deu tempo de acabar kkkkk",1
@eu_esther0 Verdade! Só foi meu Egeo acabar que o relacionamento também acabou. Pelo menos o perfume era bom hahaha,0
"@oBoticario Egeo, óbvio! O maior que temos",1
"Tô doido p comprar o Egeo Black, que perfume bom",1
"@Ed_Breck @_josevsouza egeo blue, egeo classic tb sao ótimo se quiser mais chama na dm q passo",0
Meu ex falando que o cheiro do egeo Dolce é cheiro de puta kkkkkkkkkkkkkkk,0
"@Lari_cardosos Da um perfume da Egeo, o brabo",1
Meu Egeo tá chegando ao fim 😓😓😓😓 Preciso de outrooooooo,-1
"egeo não tem pra ninguém, mds",1
@pampam_fs Acabou o meu egeo😞,-1
“Chegou a docinha”. Saudade do meu egeo dolce,1
Tô afim de comprar esse EGEO doce da oboticario 🥹 apaixonada por perfume docinho kkkkk,1
@BarbaraSaryne Eu dizia que usava egeo doce para implantar o caos,0
esse egeo dolce é maravilhoso,1
Toda vez eu falo que vou comprar um perfume diferente mas não consigo largar o Egeo cara kkk,1
"Meu Egeo choc acabou aí tô usando o Lilly, não sei pra que comprei isso, cheiro de senhora",-1
"@lovesjakee Eu amo perfume adocicado, mas o egeo é demais, consigo não",-1
já to com sdd do meu egeo 💔💔 pdeio outro perfume q n seja ele,-1
"eu sou viciada no Egeo Dulce, tenho ciúme do meu cheirinho, não gosto de sentir ele nas outras pessoas",1
@Luazinha__420 eu tenho o egeo e amooo!! esse eu nao abro mão,1
Exalando Egeo muito bom rsrs🥴🥰,1
Tirei meu sutiã feio pra fora da gaveta agora meu quarto tá com um cheiro maravilhoso de egeo vanilla vibe,1
Eu preciso do Egeo dolce 🤤🥺,0
eu preciso comprar um egeo dnv,0
eu com egeo dolce da oboticario,0
"@ronalda_HP Mulher tu já usou o desodorante da egeo ?
Parece o perfume mesmo kkkkk",1
"tô tão triste, egeo choc era tão bom e agora não tem mais cheiro de nada 🥹",-1
meu egeo acabando😭😭,-1
"Comprei o egeo pela primeira vez, e tô tentando entender como eu não comprei antes, maravilhosoo",1
"Tô aceitando um egeo de aniversário, um hidratante, 1000 reais e umas roupas tb",0
Uma mulher sem seu egeo e um óleo de banho é só uma menina.,0
"Corpinho exalando egeo, a mimir!! 😴",1
Esse hidratante da Egeo é muito cheiroso 🥰,1
falta dois egeo pra mim ter todos 🥹,1
"cheguei em casa minha mãe me deu um egeo novo, tô cheia dos presente 🥰",1
"Sou apaixonada nos kits da Egeo, mais comprei um kit da Lily nossaaaa , mt cheirosaaa🥰",1
"@oBoticario Não largo meu Egeo Red por nada, uso até quando não vou sair",0
todo mundo falando mal de egeo e eu amo todos da linha 🤡 inclusive o cherry blast eh o meu favorito,1
egeo e coffee os melhores,1
Com medo de comprar o kit do Egeo Dolce e me arrepender de ter comprado 😩,-1
Não posso mais usar meu egeo gostoso.,-1
"meu deus, egeo é tudibom daqui a pouco to fazendo coleção de perfume kkkkk🤡",1
"Egeo choc e florata red feitos pra mim, fico muito cheirosa",1
aniversário chegando e eu espero outro egeo do rosa 🤩👍🏽🙏😁,1
Egeo vanilla vibe = tudooo pra mim😻💜🥰,1
Lily e egeo são meus cheirinhos favoritos 🥰,1
Ganhei de presente 1 egeo dulce é 1 floratta rose🤗💗💞😊,1
encomendei um perfume da EGEO com a minha tia 😍,1
Eu quero tanto o Egeo dolce 🥺,0
"Egeo dolce, o melhor ❤️",1
"8- Egeo Cherry  Blast: 9/10
Um perfume extremamente adocicado, é uma salada de frutas vermelhas, muito delicioso pra quem é formiga. Ele é uma bomba exalando por 4 horas e fixando por mais de 7hr se jogar na roupa só vai sair lavando. Ele é totalmente noturno https://t.co/WsRjSXmQC0",1
"o egeo de cereja é horrível, cruz credo 🤢",-1
Meu kit da Egeo chegou tem mais de um mês e até hoje não fui buscar,0
@viadoloiro @ricklxrd parça egeo não eh bom,-1
"Tô viciada nesse Egeo de chocolate, meu Deus.🥰",1
"Meu egeo tá acabando, tô triste",-1
"Eu passei dias fazendo um presente muito fofo pro meu namorado, se ele vier com um perfume Egeo Dolce de presente eu vou dar um escândalo",0
o egeo choc e mt bom ne o cheirinho n sai por nda,1
fdp véio aqui com mo cheiro de egeo tmnc,-1
"eu amo o cheiro do egeo, sou viciada",1
"Te amo egeo de cereja, te amo",1
que odioooo esqueci de comprar meu egeo e tô sem nem um pinguinho,-1
Óleo não se mistura com a água e nem eu com quem usa perfume egeo,-1
ganhei o egeo blue hmmmmmmm,1
"Taissa me deu duas amostras grátis do perfume EGEO, e o da Lily pra eu vê qual eu gosto mais ,pro Ygor comprar pra mim 🫠🫶🏼",1
"ganhei um perfume egeo, vou saber se ele eh cheiroso jaja e trago info p vcs 😘",0
"Uai vida, agora só pq eu uso EGEO DOLCE sou puro golpe?",0
Ganhei um Egeo choc da minha mãe 🥰🥰🥰🥰,1
o tanto que eu odeio o cheiro desse egeo de choc não está escrito,-1
"os perfumes da linha egeo são os melhores, mais precisamente o egeo dolce e o cherry blast",1
Meu egeo choc de presente não me faltou,0
a maior hater de egeo dolce se encontra neste perfil,-1
"passei outro perfume, um antigo meu antes de usar esse egeo

pqp.. mt bom..",1
egeo de chocolate é tão bom mas ao mesmo tempo é tão enjoativo,1
Hum cheirinho de egeo choc e cachorro,0
segundo a garota que as vezes fica comigo eu tenho cheiro de cigarro e perfume egeo red,0
"parei de usar egeo black pq me lembra uma época ruim e a uma pessoa escrota, ai foi o único perfume q achei na correria e agora to morta de passando mal querendo vomitar",-1
Da até uma repulsa sentir o cheiro de coffee e Egeo,-1
@diietryiing Egeo doce é perfume de quenga 🥴,-1
@SJulyano egeo red uma delícia tb,1
me dei um egeo choc de presente dr dia dos namorados 🤝,0
Cheirosinha de Egeo 🥰,1
"egeo q só o krai nesse insta, para d mostrar essa prd ai pfvr",-1
"Vou comprar outro perfume hoje e ainda tô em dúvida se compro o Coffee de novo, o Egeo Choc ou  Coffee branquinho",0
"@capichi2020 Igual
Ignora
Ágora
Egeo
Uganda",0
Comprei um egeo Rosa pra kemilly e um creme lily de presente de aniversário só pq ela ama fica cheirosa e aniversário dela e logo ali✨,1
egeo dolce e quem não gosta de perfume doce q lute,0
Egeo é o meu cheiro 😍,1
"@oBoticario Egeo ❤ uso há anos 
#LuanSantana #ArtistaMasculino #SECAwards",1
maldito egeo q toda mulher usa,-1
"@oBoticario Sim, eu amo egeo ❤",1
"ow namoral, meu egeo dolce acabou e eu vou entrar em depressão fortíssima 😫",-1
"Fiquei com tanto medo quando ganhei kit lilly e kit egeo, dois perfumes de uma vez so ? Mas não deu em nada. Superstição ! 🤷‍♀️",-1
Eu não gosto do egeo de vanilla pq é super doce mas aprendi a a usar só pra irritas as pessoas no transporte público as 07:00 da am,0
meu aniversário ta chegando e eu aceito egeo de presente,0
"Vou comprar outro perfume, o Egeo",0
Completamente apaixonada no meu egeo bomb purple e liz sublime,1
@IngridiJapa só acho q você deve por o nome de Egeo ta ? kkk,0
Meu sonho ganhar esse perfume egeo dolce,1
"@capichi2020 Ágata
Egeo
Agosto
Agitar
Agudo
Aguacate
Agricultura",0
Queria muito o kit do egeo Dolce🥺🥺🥺,-1
Na merda mas cheirando Egeo Dulce,-1
quero um egeo choc,0
meu cheirinho 🥹 o egeo dolce,1
"Comprei um egeo choc, que cheiroso 🥰",1
"Era só um kit da Lily pra mim ficar de boa ou Egeo né, ngm vai me presentear não ?",0
Esse Egeo de chocolate é muito bom,1
"amo meu perfume peloamor, t amo egeo de baunilha",1
saudade usar o Egeo,1
@something_b4d @patinhoblu vai pra porra letícia egeo é o MEU perfume o meu cheiro,-1
Egeo red é bem melhor que o choc mas ngm está pronto pra falar sobre isso,1
"Jhenifer me deu um perfume da coffe é um egeo, por isso eu amo essa menina 🥰",1
"Me assusta o tanto de gente que gosta do Egeo dolce, pois ele me dá enjoo e infelizmente nem é meme",-1
"Sentei do lado de uma menina hoje na faculdade, aí ela pra mim ""egeo, né?"" Kkkk",1
me perdoe as amantes de lily e egeo mas tem até uns perfumes da natura que é muito melhor,0
Corra de mulher que usa Egeo e Lilly vai por mim.,-1
"@luaademell Egeo me persegue, Só mostra isso em td cantoo amor",-1
"@flafleflifloflu Eu odeio amiga. Egeo dolce foi meu delírio adolescente
Eu sou tb team florais/cítricos",-1
"meu vício fav é fazer compras na oboticário
comprei um hidratante de ameixa, um lily e um egeo dolce 🥰

(ps: disse que não usaria nunca mais o lily, porém me rendi kkkk)",1
implorando por um egeo choc ou floratta red,0
"Taca prr, só mostra Egeo d presente pro dia dos namorados. liso dorme...",0
"coroa disse pra eu pedir um perfume na revista e to aq ja garantindo esse q to cobiçando há meses 🥳🥰

e tem mais uns 3 ainda da familia egeo q eu quero kkkkkkk https://t.co/rEWC1AKbmC",1
"Meu Egeo chego, não quero guerra",1
@magalhaes_bagi to a um passo de pegar um egeo tb,0
"@luizinhakkk peguei o Egeo Vanilla vibe, muito bomm",1
"@oBoticario Egeo obviamente, já garanti um e vou ganhar outro ainda 🥰",1
"cheiros que me dá enjoo perfume egeo feminino e cheiro de menstruação, os dois eu sinto fácil de qualquer pessoa",-1
"o cheiro do egeo azul eu reconheço em qualquer lugar, acho q todo homem usa n eh possível",0
"saudades de quando o egeo choc impregnava até na alma, senhora boti modificou meu xodózinho todo🤦🏻‍♀️",-1
Heitor fazendo dancinha do tiktok com o meu desodorante do egeo 🤡 meu dinheiro é piada pra esse garoto 🤯🤯,0
"O egeo, bem docinha adoro 🥰",1
@milgolsopele acho egeo de chocolate a sua cara 🤭,0
"""mulher"" que usa egeo",0
"@annearcheron Quando você passa, tem cheirinho de Egeo Dolce no ar! 😍",1
"meu kit da egeo chegooo, nunca fui triste",1
eu e o egeo kkk,0
"agr tenho egeo choc, dolce, só falta o red p completar a santíssima trindade do chêro",0
"QUEM DIABOS AINDA USA EGEO DOLCE, ESSE PERFUME É HORRIVEL",-1
como alguém acha egeo um perfume bom,-1
pfv alguem me da um.egeo eu nunca pedi nada,0
quero so um egeo   é pedir muito??????,0
"""Mulher, vc usa coffee né?""
""Sim"" 
"" SABIA, EU CONHECI AQUELE CHEIRO...
Fofoca: a fulana comprou o mesmo perfume e ta usando...funfact ela sempre usou egeo, aquele rosa"" 

Já diriam Henrique e Juliano: ela quer ser eu, ela é quase eu, mas não é ela que vc quer ter do lado 🤣🤣",1
Tô doida por um egeo choc de presente,1
"@tthalitasoaress fiquei c o egeo msm, o rosinha kkkkk",0
"@capichi2020 AGUA
EGO
AGITA
ÍGNEO
AGRIETA..
AGRURAS
AGARRO
EGEO…es un mar",0
Comprei um kit Egeo Dulce pra mim. Triste porém cheirosa 😏,1
n sei qual egeo comprar,0
Meu egeo tá acabando 😪,-1
Mds alguém me dá um perfume novo pq meu egeo dulce tá acabando 😭,-1
"@percystrangers eu tbm amo ganhar perfumes, o último que ganhei foi o egeo doulce, mas não gostei muito da fixação",-1
"falei que eu queria um egeo a uns 4 dias atrás e acabei de ganhar um, muito mimadinha kkkkk🥰",1
"@naoseiinferno Apaga, eu uso egeo kkkk",1
"o perfume da Egeo cherry Blast é o melhor q eu ja senti na minha vida 
preciso comprar",1
Queria só ganhar um kit da egeo de presente 🥺💔,-1
Egeo Cherry Blast é meu perfume agora. Absurdamente cheiroso e enjoativo do jeitinho que eu gosto. Se não for pra sufocar as pessoas eu nem uso perfume.,1
"Egeo bomb exalando horrores no bus hj, parabéns, mt bão",1
"ganhei outro egeo, amo meu cheirinho🥰💕",1
@ICYDEGEL descendo agr mesmo pra sua casa pra te dar um abraço te encher de afeto detalhe sou cheirosa tenho cheirinho de egeo dolce,1
"ganhei o kit da egeo de presente e meu deus, q cheiro gostoso",1
"Tenho pavor daquele Egeo rosa, só de pensar eu fico 🤢",-1
@GomesKarooll Egeo choc é maravilhoso não vai se arrepender 😅,1
apaixonada no egeo que minha sogra me deu😍😍 quero passar ate pra dormir,1
"@ofcmensagens Ficar com meu cheirinho de Egeo, q delícia",1
quero muito o egeo cherry blast ou o dolce aaaaaaaaa,1
"Gente esse kit da Egeo que isso, que hidratante e esse?, Já quero um potão 🤣",1
É como eu sempre digo o docinho de cocô chegou!!! Egeo 😍,1
Devia ser proibido ir treinar de egeo,-1
"egeo choc sempre foi meu fav, até q virou modinha e perdeu a graça",-1
"@rranalo eu uso um perfume aqui, Egeo, acho q é assim, ele é cheiroso, toda vez q eu desço a escada, a vizinha fala ""nossa Robert, tá muito cheiroso"" kkkkkkkkkk mt bom",1
"Hoje vou dormir pura EGEO, perfume maldito😬",-1
"queria aqui ressaltar a porra da minha indignação com quem usa EGEO doce pra caralho em transporte publico as 18hrs, pelo amor, consideraçao e empatia, ninguém merece nao esse cheiro de pagode",-1
@deskoff4 Eu com egeo kkkkkk,0
e eu q comprei dois egeo (perfume) os dois rosa n gosteei passei pra mariana af🤡🤡,-1
"@ofcmensagens Tem dias que volto pra casa, o cheirin do egeo dela vem comigo, me acompanhando kkkkk fico bestinho, papo reto. Cheirosa do caralho",1
"o ruim de usar egeo é que todo mundo odeia, que raiva",-1
Esse Egeo aqui eu acho ele 10/10. Quem for na Poperia e me encontrar vou estar cheiroso 🥵🤡😌 https://t.co/x6KzZuzFz4,1
Não me canso de Dizer que esse merengue da Egeo é tudooooooooo 🥰🥰🥰🫶,1
"Egeo é o meu cheiro, não troco nunca 🥰",1
@oBoticario 100% docinha com meu egeo 🍬🍬🍬🍬,0
@oBoticario Egeo sem dúvidas 👅 https://t.co/fxt43qX0Sw,0
"porém aqui não toleramos egeo rosa, esse é meu trauma da adolescência. cheiro insuportável",-1
Ganhei do chato um kit do Egeo eu amooo esse perfume 😍,1
"esse perfume, egeo choc , é mto ruim , credo",-1
@paginalixo1 Porque ninguém Ta falando do egeo choc KKKKKKKK,0
Thainnara me deu uma camisa e perfume EGEO BLUE 🙏🏻😍,1
Comprei o kit Egeo choc da Oboticário 🥰🤤,1
peloamor como eu já gostei do egeo dolce? to passando mal pq algm ta usando perto,-1
"Já encomendei meu perfume Egeo, amo y amo. 🥰🥰🥰🥰",1
queria um* namoradinh* que me q desse kit da egeo,0
"Opções de presente pra me darem 
1- um vale tatuagem 
2- perfume egeo red ou original 
3- um tênis 
4- uma jaqueta puffer 
…",0
caralho como eu odeio o perfume Egeo chocolate,-1
"queria tanto o egeo dolce mas me sobrou 0,01 reais do meu salário",-1
"não aguentei tive que compra o egeo do rosinha claro, é muito bom kk 😍😂",1
"EGEO de baunilha, MUITO bom, MUITO cheiroso
e o cheiro não sai rápido não, fica por uma eternidade",1
um egeo e um lily agora tchau p quem namora,0
comprando um perfume novo mas q duvida entre um lilly e o egeo pq os dois são meu cheiro de bandida,0
Egeo azul é mt gostosinhoooo🥰🥰,1
Egeo é muito bom. 🥰,1
"nossa, esse egeo vermelho é MUITO cheiroso",1
"@anaclaary qualquer egeo é assim, odeio odeio",-1
comprando mais um Egeo pra coleção 😍,1
"Gasto meu dinheiro todinho com a oboticario , comprei uns 30 egeo",0
egeo eh mt bom nao tem como,1
preciso de um perfume novo mas mto difícil gostar de outro quando sou acostumada c egeo e coffee 🫠,0
era só um kitzinho da egeo pra me deixar feliz 🤧,-1
"mds egeo dolce colors eh mt bom, muito melhor que o choc",1
Comprei um perfume egeo mt cheiroso🥰,1
homem com perfume egeo é o cúmulo,-1
@ttdaconsiglio KAKAKAKAKAKAKA eu gosto de egeo...,1
Gente o perfume Egeo é bom mesmo?,0
egeo dolce melhor perfume ja criado,1
"Meu perfume acabou hoje de manhã 😔😔
Aí fui olhar o egeo dolce e descobri que tem um novo de cereja 🥹",-1
"Queria ganhar domingo uma cestinha de café da manhã, um kit Egeo que eu amo, e MT carinho , poxinha🥺💕",-1
"Cheirando a Egeo e cigarro,geral ama meu cheiro🤏🏾",1
Ñ acredito q meu egeo acabou😞😭,1
"Comprei um glamour mas já encomendei um egeo, não consigo viver sem meu queridinho 🥺",1
"n sei se tenho mais cheiro de egeo, ou de maconha",0
"egeo rosa feminino é muito bom, o cheiro entra na alma pqp",1
Ain queria ter o egeo dolce dnv🥲 o cheirin dele ainda está em algumas roupas minhas,-1
"Nunca mais compro esse egeo choc, todo mundo usando essa porcaria agora",-1
queria namorar pra comprar o kit Egeo dos dias dos namorados 😭,-1
mês que vem eu compro meu egeo pq eu simplesmente não sei viver sem meu cheirinho,0
finalmente comprei um egeo novo,1
"perfume novo chegou,egeo pra variar 😋",1
obrigada egeo,1
"@Thaay19duarte Aah não, queria o kit Lilly ou egeo red ou o floratta red 😩 kk",-1
"me dei o egeo de presente, é isso, boa noite",0
Morena pegou meu Egeo e passou no corpo inteiro 😫,-1
odeio o cheiro do egeo de chocolate pq ele é insuportávelmente docee,-1
"Ia comprar um Egeo Spicy Vibe, mas estou com receio de me decepcionar.",-1
deixei meu cheiro de egeo nela,0
usa egeo já sei que é fedido,-1
"Ainda tô com cheirinho de egeo, que delicia",1
Queria tanto um kitzinho do egeo 🥺🥺,-1
"alguém me da um egeo de presente do dia dos namorados, pfvr",0
Comprei o kit da Egeo 😍,1
todo mundo te odeia mas eu te amo egeo choc que perfume bomm,1
Mds esse egeo amarelo eh mt gostoso estou obcecada amo frutas amarelas,1
"Nem paguei meu lily, já encomendei meu perfume da Egeo, eu mesma me presenteio 🥰🥰🥰",1
egeo é perfume de mulher que não presta,0
Pensando em pegar um Egeo Vanilla Vibe pra ver se é bom e outro Egeo Cherry. Será??,0
Mulher que usa egeo é outro nível né,1
Hoje eu fui vítima do EGEO dolce no transporte coletivo. Desumano,-1
@privmargo meu cheiro tá ??? EGEO É TUDO,1
Eu me sinto uma delícia de mulher quando uso Egeo Choc,1
"Presentes que eu gostaria de ganhar no dia 12 !
-Um kit do perfume e hidratante lily 
-Um salto 
- Um perfume da Egeo 

Lembrando que não indireta pro meu namorado kkkkk",0
Ganhei um kit egeo do meu gato e tô tipo assim ainda: 😰🥹👌🥺🤏,1
"eu sou obcecado por perfumes, consigo identificar qualquer um, e ainda lembro das pessoas q usam. aproveitando o embalo, calazans n usa o egeo blue 😭",0
pprt q devia ser proibido egeo preto mano q odio,-1
Meu Egeo de chocolate acabou,-1
O que tá acontecendo com esse lote de perfumes do Egeo? Quase uma colônia da Deo Colônia,0
eu amo mulheres que cheiram egeo choc,1
Mas não queria mais usar o mesmo perfume que uso desde os meus 15 anos kkkk as vezes mudo mais o meu preferido é ele. Na minha festa de 15 anos minha dinda Tereza me deu um kit do Egeo nunca maissssss eu esqueci do perfume 🫣,0
"Eu amo cremes, óleos, perfumes... 
Agora tô na procura de um perfume que me agrade porque se deixar toda vez que sismo em comprar compro Egeo",0
"[06/06/2022 01:04:21] Maria Clara: o egeo choc uso mais p sair
 [06/06/2022 01:04:39] Mariana 💜: Aquele que você tava usando outro dia , né ?!
 [06/06/2022 01:04:42] Mariana 💜: Que tava super cheirosa
 
amooh 🥰🥰",1
"Os quatro perfumes que eu amo (Floratta, luna,Liz e egeo) tô aceitando de presente 🙃",0
@oBoticario boti eu to triste comprei o egeo choc e não gostei 😭,-1
"vou comprar um Egeo de dia dos namorados pra mim, solteiro sim, mas um solteiro cheiroso https://t.co/phZLwna1VT",0
"meu 212, egeo, o floratta e pra piorar meu lily tão acabando, vou me mataarrrrrr",-1
me deem egeo de aniversário 🤍🤍,0
eu só queria meu egeo rosa sabe.....,0
@JonathanDanC Que culpa tenho eu se ele se tremeu só do namorado sentir meu Egeo de chocolate,1
"Vou comprar meu egeo, pq o meu foi o fim😟",-1
"Comprei a linha p cabelo  do Dr.Botica pra Olívia e meu Deeeeeeeeeeeus, vontade de ficar cheirando ela o dia todo! Tem cheirinho de maçã verde 🥺🤏🏾❣️",1
"@lmjflowrs KKKKKK que bonitinho usando dr botica, o meu e coffe woman duo",1
"Tive 4 perfumes da marca ""Sophie"" por causa do meu dead name e inclusive hoje em dia ta tudo com a minha irmã pq esses perfumes me dão trauma. O do Petit eu tive tbm. Os outros não.",-1
mn o perfume sophie com a embalagem em forma d borboleta JURO era o meu cheiro so usava ele que sensação boa,1
"@jenkizel Só não lembro de ter usado o Petit e MDS que saudade do da Sophie eu era mais feliz, mãe pq a senhora disse que era pra eu comprar outros perfumes ??? 😭😭😭😭😭😭😭😭",-1
Joguei o perfume da Sophie fora 2 dias atrás 😭😭😭,-1
"esse ma cherie, o ma cherie jeans e o sophie A TRÍADE DE MELHORES PERFUMES",1
"Petit Sophie era perfume de SAFADA

N vou me estender no assunto",0
eu tenho o vidro do perfume Sophie até hoje,0
@jeonggell Ainda tenho esse perfume Sophie 🥺💞,1
"@luquinha Uso mA Cherie atual Sophie até hj, meu perfume do dia dia amo",1
@dudawys mitada demais comecei a usar pq os perfumes me dao dor de cabeca menos o sophie 💔,-1
"não, sempre quis muito o da sophie, e eu tinha um perfume da disney do frozen, sem or era maior que eu",0
"Ma chérie foi o meu primeiro e único perfume da vida. Depois de anos sem encontrar no mercado, descobri que tinham mudado o nome para Sophie. Quando @felipe_pH0 ficou sabendo, comprou e me deu de presente num dia dos namorados.",1
"Antes de se erguer e começar a trabalhar com perfumes, Maíra (Sophie Charlotte) vai penar nas mãos da mãe e da irmã. Vanessa (Letícia Colin) é uma jovem mimada, preconceituosa e vingativa, que despreza o jeito da mãe (Zoé).",0
ganhei o perfume e o sabonete da sophie no meu aniversário de 10 anos,0
sdds de usar o perfume dia e noite da capricho vej,1
tao lindas parece ate uma propaganda de perfume da capricho,1
heloisa é um perfume noturno da capricho?,0
"@wisersina @yoxota SIM, VOCÊ É LOUCA POR NUNCA TER FEITO ISSO, SEU PERFUME NOTURNO DA CAPRICHO",0
minha mãe comprou o perfume da capricho q eu pedi 🥳🥳,1
O cheiro do perfume da capricho perfumado o quarto DENTRO DA CAIXA----,1
eh um perfume da capricho,0
"Ma chérie simplesmente o melhor perfume infantil do mundo. Me achava demais quando usava.
E vinha numa embalagem linda que eu tenho até hoje na casa dos meus pais. Era umas gavetinhas pra guardar minhas jóias de plástico. Tudo!
Mas no colégio eu usava o da capricho.",1
"nunca usei, só usava capricho, do desodorante ao perfume hahaha",1
"vcs lembra do perfume da capricho dia e noite????

eu amava mto o cheirinho do noite existe ainda?",1
Ma Chérie e Capricho Noite eram meus perfumes da adolescência inteira,0
"Meu namorado tava fazendo um macarrão no capricho durante o almoço.. Mas de alguma forma, alguém deixou um óleo CORPORAL de girassol - que ele pensou ser comestível - na cozinha e a carne ficou com gosto de perfume rs",1
giovanna ganhou 3 perfumes da capricho hoje amo muito!!!,1
já escutei q cheiro igual bebê ao luna da natura e ao qualquer perfume da capricho... agr o desodorante da anitta é nova pelo menos falou q sou cheirosa e não fedo https://t.co/TlqGffxaU5,0
"Fui criada com roupa da lilica repilica, perfume da capricho. Acha mesmo que minha maior preocupação é seu namoro? Se liga alecrim dourado, só tá com ele pq eu meti o pé",0
"Comprei um capricho Be My Self, e quando passei ele comecei a chorar. Esse perfume me traz lembranças tão boas que eu nem sei explicar. Só amo",1
"Uma pessoa com capricho, não se veste bem, coloca um bom perfume para os outros verem e sentirem. Ela faz isso para si mesma. Ela não se relaxa. "" Ela não vive de acordo com a opinião alheia, ela vive de acordo com os valores que segue. """,0
"Deus me segura pra eu não comprar mais um perfume da capricho
sou apaixonadinha",1
Perdi meu perfume da capricho estou entrando em colapso,-1
